"","X","file_id","newspaper_name","lynch_address","date","news_address","news_location_lon","news_location_lat","newspaper_city","newspaper_state_code","year","page","url","city_lynch","state_lynch","sn","lynching.lon","lynching.lat","miles","in_state","decade","Newspaper_State","Newspaper_Region","Newspaper_Region2"
"967",1368,14406,"Phoenix tribune ","Benton, LA","7/22/1922","Phoenix, Arizona",-112.07404,33.448377,"Phoenix","AZ",1922,"seq-1","https://articleextractor.org/pages/14406/az_campfiregoneout_ver03/sn96060881/1922/07/22/ed-1/seq-1/1","Benton","LA","sn96060881",-93.741845,32.694868,1063,"N","1920s","Arizona","West","Misc"
"968",1370,14408,"Nogales international ","San Jose, CA","1/6/1934","Nogales, Arizona",-110.93425,31.340377,"Nogales","AZ",1934,"seq-6","https://articleextractor.org/pages/14408/az_groomcreek_ver04/sn96060774/1934/01/06/ed-1/seq-6/1","San Jose","CA","sn96060774",-121.885253,37.33874,750,"N","1930s","Arizona","West","Misc"
"969",1371,14411,"Arizona republican ","Carrolton, MS","8/9/1901","Phoenix, Arizona",-112.07404,33.448377,"Phoenix","AZ",1901,"seq-1","https://articleextractor.org/pages/14411/az_kangaroorat_ver01/sn84020558/1901/08/09/ed-1/seq-1/1","Carrolton","MS","sn84020558",-89.920361,33.508177,1276,"N","1900s","Arizona","West","Misc"
"970",1375,14412,"Bisbee daily review ","Milan, GA","7/27/1919","Bisbee, Arizona",-109.92841,31.448155,"Bisbee","AZ",1919,"seq-1","https://articleextractor.org/pages/14412/az_kitfox_ver01/sn84024827/1919/07/27/ed-1/seq-1/1","Milan","GA","sn84024827",-83.062649,32.0174,1577,"N","1910s","Arizona","West","Misc"
"971",1376,14413,"Bisbee daily review ","Franklinton, NC","12/28/1919","Bisbee, Arizona",-109.92841,31.448155,"Bisbee","AZ",1919,"seq-1","https://articleextractor.org/pages/14413/az_kitfox_ver01/sn84024827/1919/12/28/ed-1/seq-1/1","Franklinton","NC","sn84024827",-78.458054,36.101816,1830,"N","1910s","Arizona","West","Misc"
"972",1377,14414,"Arizona republican ","St. George, SC","8/24/1906","Phoenix, Arizona",-112.07404,33.448377,"Phoenix","AZ",1906,"seq-1","https://articleextractor.org/pages/14414/az_leopardfrog_ver01/sn84020558/1906/08/24/ed-1/seq-1/1","St. George","SC","sn84020558",-80.575653,33.185996,1814,"N","1900s","Arizona","West","Misc"
"973",1378,14415,"The Raymer enterprise. ","Pueblo, CO","9/25/1919","New Raymer, Colorado",-103.84388,40.608037,"New Raymer","CO",1919,"seq-6","https://articleextractor.org/pages/14415/cohi_aberdeen_ver01/sn89052040/1919/09/25/ed-1/seq-6/1","Pueblo","CO","sn89052040",-104.609141,38.254447,168,"Y","1910s","Colorado","West","Misc"
"974",1379,14416,"The Raymer enterprise. ","Omaha, NE","10/9/1919","New Raymer, Colorado",-103.84388,40.608037,"New Raymer","CO",1919,"seq-2","https://articleextractor.org/pages/14416/cohi_aberdeen_ver01/sn89052040/1919/10/09/ed-1/seq-2/1","Omaha","NE","sn89052040",-95.934503,41.256537,416,"N","1910s","Colorado","West","Misc"
"975",1380,14417,"The Raymer enterprise. ","Appleton, SC","10/27/1921","New Raymer, Colorado",-103.84388,40.608037,"New Raymer","CO",1921,"seq-7","https://articleextractor.org/pages/14417/cohi_aberdeen_ver01/sn89052040/1921/10/27/ed-1/seq-7/1","Appleton","SC","sn89052040",-81.362885,33.043489,1345,"N","1920s","Colorado","West","Misc"
"976",1381,14418,"The Raymer enterprise. ","Bingham, UT","8/2/1923","New Raymer, Colorado",-103.84388,40.608037,"New Raymer","CO",1923,"seq-6","https://articleextractor.org/pages/14418/cohi_aberdeen_ver01/sn89052040/1923/08/02/ed-1/seq-6/1","Bingham","UT","sn89052040",-112.131572,40.558671,435,"N","1920s","Colorado","West","Misc"
"977",1382,14419,"Rocky Ford enterprise. ","Monticello, GA","1/22/1915","Rocky Ford, Colorado",-103.72023,38.052508,"Rocky Ford","CO",1915,"seq-2","https://articleextractor.org/pages/14419/cohi_carr_ver02/sn90051265/1915/01/22/ed-1/seq-2/1","Monticello","GA","sn90051265",-83.683229,33.304848,1170,"N","1910s","Colorado","West","Misc"
"978",1383,14420,"The Ordway new era. ","Blountstown, FL","7/18/1913","Ordway, Colorado",-103.75606,38.218061,"Ordway","CO",1913,"seq-2","https://articleextractor.org/pages/14420/cohi_fairplay_ver01/sn90051033/1913/07/18/ed-1/seq-2/1","Blountstown","FL","sn90051033",-85.045195,30.443529,1193,"N","1910s","Colorado","West","Misc"
"979",1384,14421,"The Ordway new era. ","Monticello, GA","1/22/1915","Ordway, Colorado",-103.75606,38.218061,"Ordway","CO",1915,"seq-2","https://articleextractor.org/pages/14421/cohi_fairplay_ver01/sn90051033/1915/01/22/ed-1/seq-2/1","Monticello","GA","sn90051033",-83.683229,33.304848,1174,"N","1910s","Colorado","West","Misc"
"980",1385,14424,"The Colorado statesman ","Woodbury, GA","5/3/1924","Denver, Colorado",-104.99025,39.739236,"Denver","CO",1924,"seq-1","https://articleextractor.org/pages/14424/cohi_hamilton_ver01/sn83025514/1924/05/03/ed-1/seq-1/1","Woodbury","GA","sn83025514",-84.582703,32.983739,1225,"N","1920s","Colorado","West","Misc"
"981",1386,14425,"The Keota news. ","Phoenix, AZ","5/11/1917","Keota, Colorado",-104.07523,40.702764,"Keota","CO",1917,"seq-4","https://articleextractor.org/pages/14425/cohi_jamestown_ver01/sn89052038/1917/05/11/ed-1/seq-4/2","Phoenix","AZ","sn89052038",-112.074037,33.448377,668,"N","1910s","Colorado","West","Misc"
"982",1387,14426,"The Elbert County tribune ","Tunica, MS","10/17/1907","Elbert, Colorado",-104.53715,39.219468,"Elbert","CO",1907,"seq-4","https://articleextractor.org/pages/14426/cohi_jasper_ver01/sn90051300/1907/10/17/ed-1/seq-4/1","Tunica","MS","sn90051300",-90.382877,34.684545,842,"N","1900s","Colorado","West","Misc"
"983",1388,14427,"Pueblo chieftain. ","Picayune, MS","4/27/1921","Pueblo, Colorado",-104.60914,38.254447,"Pueblo","CO",1921,"seq-5","https://articleextractor.org/pages/14427/cohi_kebler_ver01/sn90051672/1921/04/27/ed-1/seq-5/1","Picayune","MS","sn90051672",-89.679508,30.525469,1004,"N","1920s","Colorado","West","Misc"
"984",1389,14429,"The daily morning journal and courier ","Monticello, AR","7/15/1898","New Haven, Connecticut",-72.92788,41.308274,"New Haven","CT",1898,"seq-1","https://articleextractor.org/pages/14429/ct_ash_ver01/sn84020358/1898/07/15/ed-1/seq-1/1","Monticello","AR","sn84020358",-91.802186,33.62967,1161,"N","1890s","Connecticut","Northeast","North"
"985",1390,14430,"The daily morning journal and courier ","Springfield, OH","3/11/1904","New Haven, Connecticut",-72.92788,41.308274,"New Haven","CT",1904,"seq-1","https://articleextractor.org/pages/14430/ct_cedar_ver01/sn84020358/1904/03/11/ed-1/seq-1/1","Springfield","OH","sn84020358",-83.808817,39.924227,579,"N","1900s","Connecticut","Northeast","North"
"986",1391,14431,"Norwich bulletin ","Gallatin, TN","5/24/1911","Norwich, Connecticut",-72.07591,41.524265,"Norwich","CT",1911,"seq-1","https://articleextractor.org/pages/14431/ct_danbury_ver01/sn82014086/1911/05/24/ed-1/seq-1/1","Gallatin","TN","sn82014086",-86.448511,36.387768,849,"N","1910s","Connecticut","Northeast","North"
"987",1392,14433,"The daily morning journal and courier ","Valley Park, MS","12/3/1906","New Haven, Connecticut",-72.92788,41.308274,"New Haven","CT",1906,"seq-1","https://articleextractor.org/pages/14433/ct_dogwood_ver01/sn84020358/1906/12/03/ed-1/seq-1/1","Valley Park","MS","sn84020358",-90.866769,32.633469,1155,"N","1900s","Connecticut","Northeast","North"
"988",1393,14435,"Waterbury evening Democrat ","Barnwell, SC","12/30/1889","Waterbury, Connecticut",-73.0515,41.558152,"Waterbury","CT",1889,"seq-1","https://articleextractor.org/pages/14435/ct_forest_ver01/sn94053256/1889/12/30/ed-1/seq-1/1","Barnwell","SC","sn94053256",-81.358718,33.244873,733,"N","1880s","Connecticut","Northeast","North"
"989",1395,14436,"Waterbury evening Democrat ","Wamack Hill, AL","1/2/1893","Waterbury, Connecticut",-73.0515,41.558152,"Waterbury","CT",1893,"seq-3","https://articleextractor.org/pages/14436/ct_gum_ver01/sn94053256/1893/01/02/ed-1/seq-3/1","Wamack Hill","AL","sn94053256",-88.188625,31.85321,1072,"N","1890s","Connecticut","Northeast","North"
"990",1396,14437,"Waterbury evening Democrat ","Cherokee, KS","4/24/1894","Waterbury, Connecticut",-73.0515,41.558152,"Waterbury","CT",1894,"seq-1","https://articleextractor.org/pages/14437/ct_gum_ver01/sn94053256/1894/04/24/ed-1/seq-1/1","Cherokee","KS","sn94053256",-94.80885,37.345887,1195,"N","1890s","Connecticut","Northeast","North"
"991",1397,14439,"Waterbury evening Democrat ","Fulton, MO","8/15/1895","Waterbury, Connecticut",-73.0515,41.558152,"Waterbury","CT",1895,"seq-4","https://articleextractor.org/pages/14439/ct_gum_ver01/sn94053256/1895/08/15/ed-1/seq-4/1","Fulton","MO","sn94053256",-91.947959,38.846708,1014,"N","1890s","Connecticut","Northeast","North"
"992",1398,14440,"The Bridgeport times and evening farmer. ","Collinsville, IL","4/6/1918","Bridgeport, Connecticut",-73.18944,41.179226,"Bridgeport","CT",1918,"seq-1","https://articleextractor.org/pages/14440/ct_haddam_ver01/sn92051227/1918/04/06/ed-1/seq-1/1","Collinsville","IL","sn92051227",-89.984548,38.670327,906,"N","1910s","Connecticut","Northeast","North"
"993",1399,14442,"The San Francisco call ","Trinity County, CA","10/2/1895","San Francisco , California",-122.41942,37.774929,"San Francisco ","CA",1895,"seq-1","https://articleextractor.org/pages/14442/curiv_dogtown_ver01/sn85066387/1895/10/02/ed-1/seq-1/1","Trinity County","CA","sn85066387",-123.062255,40.632948,201,"Y","1890s","California","West","North"
"994",1400,14443,"The San Francisco call ","Frederick, MD","11/18/1895","San Francisco , California",-122.41942,37.774929,"San Francisco ","CA",1895,"seq-2","https://articleextractor.org/pages/14443/curiv_dogtown_ver01/sn85066387/1895/11/18/ed-1/seq-2/1","Frederick","MD","sn85066387",-77.410541,39.414269,2410,"N","1890s","California","West","North"
"995",1401,14444,"The San Francisco call ","Wichita Falls, TX","2/27/1896","San Francisco , California",-122.41942,37.774929,"San Francisco ","CA",1896,"seq-1","https://articleextractor.org/pages/14444/curiv_dogtown_ver01/sn85066387/1896/02/27/ed-1/seq-1/1","Wichita Falls","TX","sn85066387",-98.493387,33.913708,1364,"N","1890s","California","West","North"
"996",1402,14445,"Daily Los Angeles herald ","Wichita, KS","1/27/1883","Los Angeles , California",-118.24264,34.054908,"Los Angeles ","CA",1883,"seq-2","https://articleextractor.org/pages/14445/curiv_inskip_ver01/sn85042459/1883/01/27/ed-1/seq-2/1","Wichita","KS","sn85042459",-97.330053,37.687176,1196,"N","1880s","California","West","North"
"997",1403,14446,"The San Francisco call ","Laramie, WY","8/30/1904","San Francisco , California",-122.41942,37.774929,"San Francisco ","CA",1904,"seq-1","https://articleextractor.org/pages/14446/curiv_darwin_ver01/sn85066387/1904/08/30/ed-1/seq-1/1","Laramie","WY","sn85066387",-105.591101,41.311367,929,"N","1900s","California","West","North"
"998",1405,14447,"Los Angeles daily herald ","Winona, MS","9/26/1889","Los Angeles , California",-118.24264,34.054908,"Los Angeles ","CA",1889,"seq-3","https://articleextractor.org/pages/14447/curiv_keswick_ver01/sn85042460/1889/09/26/ed-1/seq-3/1","Winona","MS","sn85042460",-89.728137,33.482068,1635,"N","1880s","California","West","North"
"999",1406,14448,"Sacramento daily record-union ","Charleston, SC","3/14/1889","Sacramento , California",-121.4944,38.581572,"Sacramento ","CA",1889,"seq-2","https://articleextractor.org/pages/14448/curiv_mojave_ver01/sn82014381/1889/03/14/ed-1/seq-2/1","Charleston","SC","sn82014381",-79.931051,32.776475,2349,"N","1880s","California","West","North"
"1000",1407,14449,"Sacramento daily record-union ","Marshalltown, IA","9/28/1889","Sacramento , California",-121.4944,38.581572,"Sacramento ","CA",1889,"seq-1","https://articleextractor.org/pages/14449/curiv_mojave_ver01/sn82014381/1889/09/28/ed-1/seq-1/1","Marshalltown","IA","sn82014381",-92.908037,42.049467,1519,"N","1880s","California","West","North"
"1001",1408,14450,"The herald ","Sullivan, IL","2/13/1896","Los Angeles , California",-118.24264,34.054908,"Los Angeles ","CA",1896,"seq-1","https://articleextractor.org/pages/14450/curiv_moonstone_ver01/sn85042461/1896/02/13/ed-1/seq-1/1","Sullivan","IL","sn85042461",-88.607839,39.599479,1677,"N","1890s","California","West","North"
"1002",1409,14453,"The record-union ","Butler County, AL","4/30/1895","Sacramento, California",-121.4944,38.581572,"Sacramento","CA",1895,"seq-1","https://articleextractor.org/pages/14453/curiv_pescadero_ver01/sn82015104/1895/04/30/ed-1/seq-1/1","Butler County","AL","sn82015104",-86.661108,31.676028,2015,"N","1890s","California","West","North"
"1003",1410,14455,"Evening journal ","Elizabeth, NJ","9/4/1891","Wilmington, Delaware",-75.54839,39.744655,"Wilmington","DE",1891,"seq-1","https://articleextractor.org/pages/14455/deu_arden_ver01/sn85042354/1891/09/04/ed-1/seq-1/1","Elizabeth","NJ","sn85042354",-74.210701,40.663992,95,"N","1890s","Delaware","South","Border"
"1004",1411,14457,"Los Angeles herald ","Dallas, TX","3/4/1910","Los Angeles , California",-118.24264,34.054908,"Los Angeles ","CA",1910,"seq-3","https://articleextractor.org/pages/14457/curiv_rubidoux_ver01/sn85042462/1910/03/04/ed-1/seq-3/1","Dallas","TX","sn85042462",-96.796988,32.776664,1239,"N","1910s","California","West","North"
"1005",1412,14458,"Evening journal ","Vilas, KS","1/27/1896","Wilmington, Delaware",-75.54839,39.744655,"Wilmington","DE",1896,"seq-2","https://articleextractor.org/pages/14458/deu_arden_ver01/sn85042354/1896/01/27/ed-1/seq-2/1","Vilas","KS","sn85042354",-95.58637,37.654215,1089,"N","1890s","Delaware","South","Border"
"1006",1413,14459,"The Cheyenne daily leader ","Omaha, NE","10/11/1891","Cheyenne, Wyoming",-104.82025,41.139981,"Cheyenne","WY",1891,"seq-1","https://articleextractor.org/pages/14459/wyu_calpet_ver02/sn86072173/1891/10/11/ed-1/seq-1/1","Omaha","NE","sn86072173",-95.934503,41.256537,462,"N","1890s","Wyoming","West","Misc"
"1007",1414,14462,"Casper daily tribune ","Fort Worth, TX","12/23/1920","Casper, Wyoming",-106.29808,42.848709,"Casper","WY",1920,"seq-1","https://articleextractor.org/pages/14462/wyu_frannie_ver01/sn86072160/1920/12/23/ed-1/seq-1/1","Fort Worth","TX","sn86072160",-97.330766,32.755488,852,"N","1920s","Wyoming","West","Misc"
"1008",1415,14463,"Casper daily tribune ","Meridian, MS","1/4/1921","Casper, Wyoming",-106.29808,42.848709,"Casper","WY",1921,"seq-1","https://articleextractor.org/pages/14463/wyu_frannie_ver01/sn86072160/1921/01/04/ed-1/seq-1/1","Meridian","MS","sn86072160",-88.703656,32.36431,1202,"N","1920s","Wyoming","West","Misc"
"1009",1416,14465,"Casper daily tribune ","Crystal Springs, MS","2/2/1922","Casper, Wyoming",-106.29808,42.848709,"Casper","WY",1922,"seq-1","https://articleextractor.org/pages/14465/wyu_greybull_ver01/sn86072160/1922/02/02/ed-1/seq-1/1","Crystal Springs","MS","sn86072160",-90.357035,31.987378,1150,"N","1920s","Wyoming","West","Misc"
"1010",1417,14470,"The Cheyenne daily leader ","Franklin, KY","3/8/1882","Cheyenne, Wyoming",-104.82025,41.139981,"Cheyenne","WY",1882,"seq-1","https://articleextractor.org/pages/14470/wyu_calpet_ver02/sn84022149/1882/03/08/ed-1/seq-1/1","Franklin","KY","sn84022149",-86.578557,36.718786,1026,"N","1880s","Wyoming","West","Misc"
"1011",1418,14471,"The Cheyenne daily leader ","Cheyenne, WY","10/27/1883","Cheyenne, Wyoming",-104.82025,41.139981,"Cheyenne","WY",1883,"seq-4","https://articleextractor.org/pages/14471/wyu_calpet_ver02/sn84022149/1883/10/27/ed-1/seq-4/1","Cheyenne","WY","sn84022149",-104.820246,41.139981,0,"Y","1880s","Wyoming","West","Misc"
"1012",1419,14473,"The Cheyenne daily leader ","Monarch, CO","6/15/1888","Cheyenne, Wyoming",-104.82025,41.139981,"Cheyenne","WY",1888,"seq-1","https://articleextractor.org/pages/14473/wyu_calpet_ver02/sn86072173/1888/06/15/ed-1/seq-1/1","Monarch","CO","sn86072173",-106.293919,38.552602,195,"N","1880s","Wyoming","West","Misc"
"1013",1420,14474,"Wheeling register ","Waco, TX","7/26/1879","Wheeling, West Virginia",-80.72092,40.063962,"Wheeling","WV",1879,"seq-1","https://articleextractor.org/pages/14474/wvu_nova_ver02/sn86092518/1879/07/26/ed-1/seq-1/1","Waco","TX","sn86092518",-97.14667,31.549333,1091,"N","1870s","West Virginia","South","Border"
"1014",1421,14478,"Wheeling register ","Rendville, OH","2/5/1884","Wheeling, West Virginia",-80.72092,40.063962,"Wheeling","WV",1884,"seq-1","https://articleextractor.org/pages/14478/wvu_nova_ver02/sn86092518/1884/02/05/ed-1/seq-1/1","Rendville","OH","sn86092518",-82.090977,39.619514,79,"N","1880s","West Virginia","South","Border"
"1015",1423,14480,"Wheeling register ","Millen, GA","9/18/1886","Wheeling, West Virginia",-80.72092,40.063962,"Wheeling","WV",1886,"seq-1","https://articleextractor.org/pages/14480/wvu_odona_ver04/sn86092518/1886/09/18/ed-1/seq-1/1","Millen","GA","sn86092518",-81.949281,32.804051,507,"N","1880s","West Virginia","South","Border"
"1016",1424,14482,"The McDowell times ","Dyersburg, TN","11/21/1913","Keystone, West Virginia",-81.45094,37.414837,"Keystone","WV",1913,"seq-3","https://articleextractor.org/pages/14482/wvu_phaser_ver02/sn86092050/1913/11/21/ed-1/seq-3/1","Dyersburg","TN","sn86092050",-89.385628,36.034516,450,"N","1910s","West Virginia","South","Border"
"1017",1425,14485,"The McDowell times ","Goose Creek, TX","10/5/1917","Keystone, West Virginia",-81.45094,37.414837,"Keystone","WV",1917,"seq-1","https://articleextractor.org/pages/14485/wvu_phaser_ver02/sn86092050/1917/10/05/ed-1/seq-1/2","Goose Creek","TX","sn86092050",-94.963663,29.733748,941,"N","1910s","West Virginia","South","Border"
"1018",1426,14487,"Wheeling register ","Birmingham, AL","4/25/1888","Wheeling, West Virginia",-80.72092,40.063962,"Wheeling","WV",1888,"seq-1","https://articleextractor.org/pages/14487/wvu_odona_ver04/sn86092518/1888/04/25/ed-1/seq-1/2","Birmingham","AL","sn86092518",-86.810357,33.518589,564,"N","1880s","West Virginia","South","Border"
"1019",1427,14488,"Wheeling register ","Dallas, TX","6/30/1882","Wheeling, West Virginia",-80.72092,40.063962,"Wheeling","WV",1882,"seq-4","https://articleextractor.org/pages/14488/wvu_nova_ver02/sn86092518/1882/06/30/ed-1/seq-4/2","Dallas","TX","sn86092518",-96.796988,32.776664,1025,"N","1880s","West Virginia","South","Border"
